,class_flooding,class_impersonation,class_injection,class_normal
1590768,1,0,0,0
1590770,1,0,0,0
1590775,1,0,0,0
1590776,1,0,0,0
1590778,1,0,0,0
1590780,1,0,0,0
1590792,1,0,0,0
1590801,1,0,0,0
1590805,1,0,0,0
1590807,1,0,0,0
1590812,1,0,0,0
1590822,1,0,0,0
1590824,1,0,0,0
1590826,1,0,0,0
1590834,1,0,0,0
1590835,1,0,0,0
1590844,1,0,0,0
1590849,1,0,0,0
1590853,1,0,0,0
1590855,1,0,0,0
1590863,1,0,0,0
1590868,1,0,0,0
1590882,1,0,0,0
1590884,1,0,0,0
1590886,1,0,0,0
1590891,1,0,0,0
1590894,1,0,0,0
1590901,1,0,0,0
1590902,1,0,0,0
1590916,1,0,0,0
1590919,1,0,0,0
1590921,1,0,0,0
1590926,1,0,0,0
1590936,1,0,0,0
1590941,1,0,0,0
1590951,1,0,0,0
1590952,1,0,0,0
1590954,1,0,0,0
1590959,1,0,0,0
1590966,1,0,0,0
1590967,1,0,0,0
1590969,1,0,0,0
1590975,1,0,0,0
1590977,1,0,0,0
1590979,1,0,0,0
1590982,1,0,0,0
1590992,1,0,0,0
1590993,1,0,0,0
1590995,1,0,0,0
1591007,1,0,0,0
1591008,1,0,0,0
1591009,1,0,0,0
1591022,1,0,0,0
1591024,1,0,0,0
1591029,1,0,0,0
1591032,1,0,0,0
1591038,1,0,0,0
1591041,1,0,0,0
1591044,1,0,0,0
1591046,1,0,0,0
1591057,1,0,0,0
1591066,1,0,0,0
1591069,1,0,0,0
1591071,1,0,0,0
1591076,1,0,0,0
1591086,1,0,0,0
1591088,1,0,0,0
1591089,1,0,0,0
1591090,1,0,0,0
1591099,1,0,0,0
1591101,1,0,0,0
1591103,1,0,0,0
1591109,1,0,0,0
1591113,1,0,0,0
1591115,1,0,0,0
1591117,1,0,0,0
1591118,1,0,0,0
1591123,1,0,0,0
1591124,1,0,0,0
1591130,1,0,0,0
1591140,1,0,0,0
1591147,1,0,0,0
1591151,1,0,0,0
1591153,1,0,0,0
1591154,1,0,0,0
1591156,1,0,0,0
1591162,1,0,0,0
1591165,1,0,0,0
1591178,1,0,0,0
1591183,1,0,0,0
1591185,1,0,0,0
1591190,1,0,0,0
1591199,1,0,0,0
1591201,1,0,0,0
1591204,1,0,0,0
1591205,1,0,0,0
1591206,1,0,0,0
1591210,1,0,0,0
1591217,1,0,0,0
1591218,1,0,0,0
1591221,1,0,0,0
1591235,1,0,0,0
1591238,1,0,0,0
1591241,1,0,0,0
1591250,1,0,0,0
1591252,1,0,0,0
1591255,1,0,0,0
1591264,1,0,0,0
1591270,1,0,0,0
1591277,1,0,0,0
1591278,1,0,0,0
1591280,1,0,0,0
1591285,1,0,0,0
1591294,1,0,0,0
1591296,1,0,0,0
1591297,1,0,0,0
1591302,1,0,0,0
1591309,1,0,0,0
1591314,1,0,0,0
1591320,1,0,0,0
1591330,1,0,0,0
1591331,1,0,0,0
1591333,1,0,0,0
1591340,1,0,0,0
1591355,1,0,0,0
1591360,1,0,0,0
1591361,1,0,0,0
1591362,1,0,0,0
1591363,1,0,0,0
1591381,1,0,0,0
1591383,1,0,0,0
1591384,1,0,0,0
1591398,1,0,0,0
1591400,1,0,0,0
1591402,1,0,0,0
1591408,1,0,0,0
1591417,1,0,0,0
1591419,1,0,0,0
1591421,1,0,0,0
1591427,1,0,0,0
1591434,1,0,0,0
1591435,1,0,0,0
1591436,1,0,0,0
1591438,1,0,0,0
1591442,1,0,0,0
1591444,1,0,0,0
1591446,1,0,0,0
1591452,1,0,0,0
1591453,1,0,0,0
1591455,1,0,0,0
1591460,1,0,0,0
1591464,1,0,0,0
1591465,1,0,0,0
1591484,1,0,0,0
1591488,1,0,0,0
1591489,1,0,0,0
1591493,1,0,0,0
1591494,1,0,0,0
1591499,1,0,0,0
1591501,1,0,0,0
1591509,1,0,0,0
1591511,1,0,0,0
1591512,1,0,0,0
1591523,1,0,0,0
1591527,1,0,0,0
1591529,1,0,0,0
1591530,1,0,0,0
1591531,1,0,0,0
1591533,1,0,0,0
1591535,1,0,0,0
1591540,1,0,0,0
1591552,1,0,0,0
1591554,1,0,0,0
1591557,1,0,0,0
1591569,1,0,0,0
1591571,1,0,0,0
1591577,1,0,0,0
1591578,1,0,0,0
1591586,1,0,0,0
1591587,1,0,0,0
1591589,1,0,0,0
1591596,1,0,0,0
1591597,1,0,0,0
1591599,1,0,0,0
1591601,1,0,0,0
1591604,1,0,0,0
1591609,1,0,0,0
1591617,1,0,0,0
1591620,1,0,0,0
1591621,1,0,0,0
1591634,1,0,0,0
1591636,1,0,0,0
1591639,1,0,0,0
1591640,1,0,0,0
1591641,1,0,0,0
1591651,1,0,0,0
1591653,1,0,0,0
1591657,1,0,0,0
1591658,1,0,0,0
1591660,1,0,0,0
1591661,1,0,0,0
1591662,1,0,0,0
1591663,1,0,0,0
1591665,1,0,0,0
1591667,1,0,0,0
1591668,1,0,0,0
1591672,1,0,0,0
1591674,1,0,0,0
1591675,1,0,0,0
1591681,1,0,0,0
1591690,1,0,0,0
1591692,1,0,0,0
1591695,1,0,0,0
1591707,1,0,0,0
1591710,1,0,0,0
1591713,1,0,0,0
1591718,1,0,0,0
1591719,1,0,0,0
1591720,1,0,0,0
1591721,1,0,0,0
1591722,1,0,0,0
1591723,1,0,0,0
1591724,1,0,0,0
1591726,1,0,0,0
1591727,1,0,0,0
1591742,1,0,0,0
1591744,1,0,0,0
1591748,1,0,0,0
1591753,1,0,0,0
1591755,1,0,0,0
1591758,1,0,0,0
1591759,1,0,0,0
1591760,1,0,0,0
1591762,1,0,0,0
1591767,1,0,0,0
1591777,1,0,0,0
1591779,1,0,0,0
1591786,1,0,0,0
1591787,1,0,0,0
1591788,1,0,0,0
1591789,1,0,0,0
1591797,1,0,0,0
1591800,1,0,0,0
1591810,1,0,0,0
1591821,1,0,0,0
1591826,1,0,0,0
1591827,1,0,0,0
1591830,1,0,0,0
1591832,1,0,0,0
1591834,1,0,0,0
1591838,1,0,0,0
1591839,1,0,0,0
1591840,1,0,0,0
1591846,1,0,0,0
1591852,1,0,0,0
1591863,1,0,0,0
1591865,1,0,0,0
1591867,1,0,0,0
1591880,1,0,0,0
1591882,1,0,0,0
1591884,1,0,0,0
1591890,1,0,0,0
1591900,1,0,0,0
1591901,1,0,0,0
1591903,1,0,0,0
1591906,1,0,0,0
1591916,1,0,0,0
1591917,1,0,0,0
1591920,1,0,0,0
1591924,1,0,0,0
1591926,1,0,0,0
1591932,1,0,0,0
1591941,1,0,0,0
1591948,1,0,0,0
1591957,1,0,0,0
1591964,1,0,0,0
1591967,1,0,0,0
1591968,1,0,0,0
1591976,1,0,0,0
1591995,1,0,0,0
1592000,1,0,0,0
1592006,1,0,0,0
1592013,1,0,0,0
1592016,1,0,0,0
1592024,1,0,0,0
1592025,1,0,0,0
1592032,1,0,0,0
1592034,1,0,0,0
1592048,1,0,0,0
1592054,1,0,0,0
1592062,1,0,0,0
1592064,1,0,0,0
1592074,1,0,0,0
1592084,1,0,0,0
1592086,1,0,0,0
1592088,1,0,0,0
1592098,1,0,0,0
1592100,1,0,0,0
1592113,1,0,0,0
1592115,1,0,0,0
1592118,1,0,0,0
1592130,1,0,0,0
1592133,1,0,0,0
1592138,1,0,0,0
1592139,1,0,0,0
1592141,1,0,0,0
1592163,1,0,0,0
1592165,1,0,0,0
1592166,1,0,0,0
1592172,1,0,0,0
1592178,1,0,0,0
1592179,1,0,0,0
1592189,1,0,0,0
1592190,1,0,0,0
1592192,1,0,0,0
1592196,1,0,0,0
1592205,1,0,0,0
1592206,1,0,0,0
1592208,1,0,0,0
1592213,1,0,0,0
1592222,1,0,0,0
1592223,1,0,0,0
1592225,1,0,0,0
1592228,1,0,0,0
1592241,1,0,0,0
1592245,1,0,0,0
1592247,1,0,0,0
1592251,1,0,0,0
1592254,1,0,0,0
1592263,1,0,0,0
1592264,1,0,0,0
1592269,1,0,0,0
1592271,1,0,0,0
1592277,1,0,0,0
1592282,1,0,0,0
1592287,1,0,0,0
1592293,1,0,0,0
1592296,1,0,0,0
1592305,1,0,0,0
1592318,1,0,0,0
1592326,1,0,0,0
1592333,1,0,0,0
1592338,1,0,0,0
1592350,1,0,0,0
1592354,1,0,0,0
1592357,1,0,0,0
1592365,1,0,0,0
1592372,1,0,0,0
1592378,1,0,0,0
1592380,1,0,0,0
1592385,1,0,0,0
1592387,1,0,0,0
1592389,1,0,0,0
1592392,1,0,0,0
1592394,1,0,0,0
1592397,1,0,0,0
1592409,1,0,0,0
1592411,1,0,0,0
1592413,1,0,0,0
1592414,1,0,0,0
1592423,1,0,0,0
1592425,1,0,0,0
1592427,1,0,0,0
1592428,1,0,0,0
1592442,1,0,0,0
1592444,1,0,0,0
1592452,1,0,0,0
1592458,1,0,0,0
1592461,1,0,0,0
1592463,1,0,0,0
1592471,1,0,0,0
1592477,1,0,0,0
1592479,1,0,0,0
1592490,1,0,0,0
1592493,1,0,0,0
1592494,1,0,0,0
1592504,1,0,0,0
1592506,1,0,0,0
1592511,1,0,0,0
1592516,1,0,0,0
1592522,1,0,0,0
1592528,1,0,0,0
1592529,1,0,0,0
1592532,1,0,0,0
1592534,1,0,0,0
1592539,1,0,0,0
1592549,1,0,0,0
1592550,1,0,0,0
1592551,1,0,0,0
1592557,1,0,0,0
1592562,1,0,0,0
1592563,1,0,0,0
1592567,1,0,0,0
1592568,1,0,0,0
1592580,1,0,0,0
1592582,1,0,0,0
1592587,1,0,0,0
1592599,1,0,0,0
1592600,1,0,0,0
1592602,1,0,0,0
1592607,1,0,0,0
1592616,1,0,0,0
1592618,1,0,0,0
1592620,1,0,0,0
1592634,1,0,0,0
1592636,1,0,0,0
1592638,1,0,0,0
1592641,1,0,0,0
1592652,1,0,0,0
1592654,1,0,0,0
1592656,1,0,0,0
1592661,1,0,0,0
1592671,1,0,0,0
1592673,1,0,0,0
1592675,1,0,0,0
1592680,1,0,0,0
1592691,1,0,0,0
1592693,1,0,0,0
1592700,1,0,0,0
1592706,1,0,0,0
1592707,1,0,0,0
1592710,1,0,0,0
1592723,1,0,0,0
1592726,1,0,0,0
1592728,1,0,0,0
1592733,1,0,0,0
1592734,1,0,0,0
1592742,1,0,0,0
1592752,1,0,0,0
1592754,1,0,0,0
1592756,1,0,0,0
1592770,1,0,0,0
1592773,1,0,0,0
1592775,1,0,0,0
1592776,1,0,0,0
1592777,1,0,0,0
1592786,1,0,0,0
1592788,1,0,0,0
1592794,1,0,0,0
1592799,1,0,0,0
1592805,1,0,0,0
1592807,1,0,0,0
1592819,1,0,0,0
1592822,1,0,0,0
1592824,1,0,0,0
1592825,1,0,0,0
1592826,1,0,0,0
1592828,1,0,0,0
1592830,1,0,0,0
1592843,1,0,0,0
1592845,1,0,0,0
1592853,1,0,0,0
1592856,1,0,0,0
1592857,1,0,0,0
1592865,1,0,0,0
1592866,1,0,0,0
1592876,1,0,0,0
1592878,1,0,0,0
1592883,1,0,0,0
1592892,1,0,0,0
1592893,1,0,0,0
1592895,1,0,0,0
1592896,1,0,0,0
1592899,1,0,0,0
1592900,1,0,0,0
1592902,1,0,0,0
1592908,1,0,0,0
1592917,1,0,0,0
1592919,1,0,0,0
1592925,1,0,0,0
1592929,1,0,0,0
1592930,1,0,0,0
1592937,1,0,0,0
1592947,1,0,0,0
1592949,1,0,0,0
1592951,1,0,0,0
1592956,1,0,0,0
1592961,1,0,0,0
1592969,1,0,0,0
1592971,1,0,0,0
1592976,1,0,0,0
1592985,1,0,0,0
1592986,1,0,0,0
1592988,1,0,0,0
1592993,1,0,0,0
1593002,1,0,0,0
1593004,1,0,0,0
1593006,1,0,0,0
1593011,1,0,0,0
1593014,1,0,0,0
1593024,1,0,0,0
1593025,1,0,0,0
1593030,1,0,0,0
1593039,1,0,0,0
1593041,1,0,0,0
1593043,1,0,0,0
1593049,1,0,0,0
1593052,1,0,0,0
1593057,1,0,0,0
1593058,1,0,0,0
1593059,1,0,0,0
1593060,1,0,0,0
1593062,1,0,0,0
1593064,1,0,0,0
1593066,1,0,0,0
1593067,1,0,0,0
1593069,1,0,0,0
1593071,1,0,0,0
1593072,1,0,0,0
1593073,1,0,0,0
1593075,1,0,0,0
1593077,1,0,0,0
1593081,1,0,0,0
1593113,1,0,0,0
1593121,1,0,0,0
1593124,1,0,0,0
1593129,1,0,0,0
1593134,1,0,0,0
1593139,1,0,0,0
1593141,1,0,0,0
1593150,1,0,0,0
1593152,1,0,0,0
1593153,1,0,0,0
1593161,1,0,0,0
1593164,1,0,0,0
1593165,1,0,0,0
1593173,1,0,0,0
1593178,1,0,0,0
1593179,1,0,0,0
1593187,1,0,0,0
1593193,1,0,0,0
1593199,1,0,0,0
1593206,1,0,0,0
1593207,1,0,0,0
1593208,1,0,0,0
1593209,1,0,0,0
1593211,1,0,0,0
1593213,1,0,0,0
1593217,1,0,0,0
1593222,1,0,0,0
1593224,1,0,0,0
1593233,1,0,0,0
1593237,1,0,0,0
1593243,1,0,0,0
1593245,1,0,0,0
1593251,1,0,0,0
1593260,1,0,0,0
1593262,1,0,0,0
1593264,1,0,0,0
1593265,1,0,0,0
1593266,1,0,0,0
1593268,1,0,0,0
1593270,1,0,0,0
1593271,1,0,0,0
1593282,1,0,0,0
1593286,1,0,0,0
1593288,1,0,0,0
1593290,1,0,0,0
1593291,1,0,0,0
1593303,1,0,0,0
1593311,1,0,0,0
1593313,1,0,0,0
1593318,1,0,0,0
1593320,1,0,0,0
1593322,1,0,0,0
1593327,1,0,0,0
1593328,1,0,0,0
1593337,1,0,0,0
1593339,1,0,0,0
1593348,1,0,0,0
1593350,1,0,0,0
1593357,1,0,0,0
1593362,1,0,0,0
1593372,1,0,0,0
1593374,1,0,0,0
1593380,1,0,0,0
1593388,1,0,0,0
1593392,1,0,0,0
1593393,1,0,0,0
1593398,1,0,0,0
1593405,1,0,0,0
1593410,1,0,0,0
1593412,1,0,0,0
1593417,1,0,0,0
1593426,1,0,0,0
1593428,1,0,0,0
1593430,1,0,0,0
1593436,1,0,0,0
1593439,1,0,0,0
1593445,1,0,0,0
1593447,1,0,0,0
1593449,1,0,0,0
1593452,1,0,0,0
1593466,1,0,0,0
1593467,1,0,0,0
1593469,1,0,0,0
1593474,1,0,0,0
1593477,1,0,0,0
1593479,1,0,0,0
1593489,1,0,0,0
1593499,1,0,0,0
1593501,1,0,0,0
1593503,1,0,0,0
1593509,1,0,0,0
1593514,1,0,0,0
1593516,1,0,0,0
1593517,1,0,0,0
1593525,1,0,0,0
1593526,1,0,0,0
1593534,1,0,0,0
1593535,1,0,0,0
1593541,1,0,0,0
1593542,1,0,0,0
1593553,1,0,0,0
1593555,1,0,0,0
1593561,1,0,0,0
1593567,1,0,0,0
1593573,1,0,0,0
1593575,1,0,0,0
1593585,1,0,0,0
1593590,1,0,0,0
1593591,1,0,0,0
1593601,1,0,0,0
1593607,1,0,0,0
1593617,1,0,0,0
1593618,1,0,0,0
1593620,1,0,0,0
1593621,1,0,0,0
1593625,1,0,0,0
1593627,1,0,0,0
1593629,1,0,0,0
1593630,1,0,0,0
1593631,1,0,0,0
1593633,1,0,0,0
1593635,1,0,0,0
1593640,1,0,0,0
1593649,1,0,0,0
1593651,1,0,0,0
1593653,1,0,0,0
1593658,1,0,0,0
1593665,1,0,0,0
1593667,1,0,0,0
1593669,1,0,0,0
1593676,1,0,0,0
1593686,1,0,0,0
1593688,1,0,0,0
1593690,1,0,0,0
1593695,1,0,0,0
1593703,1,0,0,0
1593708,1,0,0,0
1593709,1,0,0,0
1593714,1,0,0,0
1593717,1,0,0,0
1593720,1,0,0,0
1593725,1,0,0,0
1593733,1,0,0,0
1593735,1,0,0,0
1593736,1,0,0,0
1593742,1,0,0,0
1593751,1,0,0,0
1593754,1,0,0,0
1593756,1,0,0,0
1593757,1,0,0,0
1593771,1,0,0,0
1593772,1,0,0,0
1593774,1,0,0,0
1593775,1,0,0,0
1593780,1,0,0,0
1593789,1,0,0,0
1593791,1,0,0,0
1593793,1,0,0,0
1593799,1,0,0,0
1593808,1,0,0,0
1593810,1,0,0,0
1593812,1,0,0,0
1593814,1,0,0,0
1593828,1,0,0,0
1593833,1,0,0,0
1593835,1,0,0,0
1593838,1,0,0,0
1593845,1,0,0,0
1593851,1,0,0,0
1593853,1,0,0,0
1593859,1,0,0,0
1593866,1,0,0,0
1593871,1,0,0,0
1593879,1,0,0,0
1593880,1,0,0,0
1593881,1,0,0,0
1593889,1,0,0,0
1593890,1,0,0,0
1593904,1,0,0,0
1593906,1,0,0,0
1593909,1,0,0,0
1593912,1,0,0,0
1593922,1,0,0,0
1593927,1,0,0,0
1593936,1,0,0,0
1593937,1,0,0,0
1593939,1,0,0,0
1593946,1,0,0,0
1593958,1,0,0,0
1593960,1,0,0,0
1593965,1,0,0,0
1593966,1,0,0,0
1593971,1,0,0,0
1593978,1,0,0,0
1593982,1,0,0,0
1593983,1,0,0,0
1593994,1,0,0,0
1593996,1,0,0,0
1594002,1,0,0,0
1594005,1,0,0,0
1594006,1,0,0,0
1594015,1,0,0,0
1594020,1,0,0,0
1594029,1,0,0,0
1594031,1,0,0,0
1594033,1,0,0,0
1594037,1,0,0,0
1594042,1,0,0,0
1594046,1,0,0,0
1594047,1,0,0,0
1594048,1,0,0,0
1594062,1,0,0,0
1594063,1,0,0,0
1594067,1,0,0,0
1594072,1,0,0,0
1594073,1,0,0,0
1594080,1,0,0,0
1594081,1,0,0,0
1594084,1,0,0,0
1594098,1,0,0,0
1594100,1,0,0,0
1594106,1,0,0,0
1594115,1,0,0,0
1594118,1,0,0,0
1594120,1,0,0,0
1594125,1,0,0,0
1594134,1,0,0,0
1594136,1,0,0,0
1594138,1,0,0,0
1594139,1,0,0,0
1594152,1,0,0,0
1594154,1,0,0,0
1594155,1,0,0,0
1594160,1,0,0,0
1594170,1,0,0,0
1594172,1,0,0,0
1594176,1,0,0,0
1594182,1,0,0,0
1594184,1,0,0,0
1594186,1,0,0,0
1594198,1,0,0,0
1594201,1,0,0,0
1594202,1,0,0,0
1594209,1,0,0,0
1594218,1,0,0,0
1594220,1,0,0,0
1594222,1,0,0,0
1594228,1,0,0,0
1594237,1,0,0,0
1594239,1,0,0,0
1594241,1,0,0,0
1594246,1,0,0,0
1594248,1,0,0,0
1594249,1,0,0,0
1594251,1,0,0,0
1594256,1,0,0,0
1594265,1,0,0,0
1594267,1,0,0,0
1594269,1,0,0,0
1594274,1,0,0,0
1594275,1,0,0,0
1594279,1,0,0,0
1594288,1,0,0,0
1594289,1,0,0,0
1594290,1,0,0,0
1594292,1,0,0,0
1594294,1,0,0,0
1594295,1,0,0,0
1594308,1,0,0,0
1594311,1,0,0,0
1594313,1,0,0,0
1594333,1,0,0,0
1594341,1,0,0,0
1594343,1,0,0,0
1594348,1,0,0,0
1594357,1,0,0,0
1594359,1,0,0,0
1594361,1,0,0,0
1594369,1,0,0,0
1594370,1,0,0,0
1594373,1,0,0,0
1594378,1,0,0,0
1594379,1,0,0,0
1594389,1,0,0,0
1594390,1,0,0,0
1594395,1,0,0,0
1594405,1,0,0,0
1594407,1,0,0,0
1594408,1,0,0,0
1594414,1,0,0,0
1594423,1,0,0,0
1594426,1,0,0,0
1594432,1,0,0,0
1594443,1,0,0,0
1594445,1,0,0,0
1594450,1,0,0,0
1594451,1,0,0,0
1594458,1,0,0,0
1594469,1,0,0,0
1594477,1,0,0,0
1594479,1,0,0,0
1594481,1,0,0,0
1594489,1,0,0,0
1594491,1,0,0,0
1594497,1,0,0,0
1594504,1,0,0,0
1594506,1,0,0,0
1594507,1,0,0,0
1594512,1,0,0,0
1594521,1,0,0,0
1594523,1,0,0,0
1594529,1,0,0,0
1594531,1,0,0,0
1594533,1,0,0,0
1594536,1,0,0,0
1594547,1,0,0,0
1594554,1,0,0,0
1594555,1,0,0,0
1594560,1,0,0,0
1594561,1,0,0,0
1594565,1,0,0,0
1594567,1,0,0,0
1594573,1,0,0,0
1594580,1,0,0,0
1594582,1,0,0,0
1594584,1,0,0,0
1594589,1,0,0,0
1594593,1,0,0,0
1594594,1,0,0,0
1594595,1,0,0,0
1594600,1,0,0,0
1594609,1,0,0,0
1594611,1,0,0,0
1594613,1,0,0,0
1594618,1,0,0,0
1594625,1,0,0,0
1594626,1,0,0,0
1594630,1,0,0,0
1594631,1,0,0,0
1594644,1,0,0,0
1594646,1,0,0,0
1594648,1,0,0,0
1594653,1,0,0,0
1594666,1,0,0,0
1594673,1,0,0,0
1594674,1,0,0,0
1594676,1,0,0,0
1594681,1,0,0,0
1594682,1,0,0,0
1594692,1,0,0,0
1594694,1,0,0,0
1594699,1,0,0,0
1594708,1,0,0,0
1594711,1,0,0,0
1594713,1,0,0,0
1594714,1,0,0,0
1594717,1,0,0,0
1594719,1,0,0,0
1594724,1,0,0,0
1594733,1,0,0,0
1594735,1,0,0,0
1594737,1,0,0,0
1594744,1,0,0,0
1594749,1,0,0,0
1594753,1,0,0,0
1594761,1,0,0,0
1594762,1,0,0,0
1594770,1,0,0,0
1594772,1,0,0,0
1594781,1,0,0,0
1594786,1,0,0,0
1594788,1,0,0,0
1594794,1,0,0,0
1594797,1,0,0,0
1594806,1,0,0,0
1594808,1,0,0,0
1594810,1,0,0,0
1594816,1,0,0,0
1594831,1,0,0,0
1594836,1,0,0,0
1594839,1,0,0,0
1594846,1,0,0,0
1594850,1,0,0,0
1594856,1,0,0,0
1594864,1,0,0,0
1594865,1,0,0,0
1594866,1,0,0,0
1594867,1,0,0,0
1594870,1,0,0,0
1594872,1,0,0,0
1594877,1,0,0,0
1594881,1,0,0,0
1594896,1,0,0,0
1594907,1,0,0,0
1594909,1,0,0,0
1594911,1,0,0,0
1594924,1,0,0,0
1594926,1,0,0,0
1594928,1,0,0,0
1594933,1,0,0,0
1594942,1,0,0,0
1594945,1,0,0,0
1594946,1,0,0,0
1594948,1,0,0,0
1594952,1,0,0,0
1594961,1,0,0,0
1594972,1,0,0,0
1594980,1,0,0,0
1594990,1,0,0,0
1594991,1,0,0,0
1594997,1,0,0,0
1595004,1,0,0,0
1595008,1,0,0,0
1595010,1,0,0,0
1595011,1,0,0,0
1595013,1,0,0,0
1595014,1,0,0,0
1595015,1,0,0,0
1595020,1,0,0,0
1595028,1,0,0,0
1595033,1,0,0,0
1595037,1,0,0,0
1595038,1,0,0,0
1595039,1,0,0,0
1595040,1,0,0,0
1595041,1,0,0,0
1595049,1,0,0,0
1595052,1,0,0,0
1595059,1,0,0,0
1595068,1,0,0,0
1595070,1,0,0,0
1595073,1,0,0,0
1595074,1,0,0,0
1595076,1,0,0,0
1595084,1,0,0,0
1595091,1,0,0,0
1595098,1,0,0,0
1595099,1,0,0,0
1595113,1,0,0,0
1595115,1,0,0,0
1595117,1,0,0,0
1595122,1,0,0,0
1595125,1,0,0,0
1595126,1,0,0,0
1595128,1,0,0,0
1595133,1,0,0,0
1595143,1,0,0,0
1595145,1,0,0,0
1595147,1,0,0,0
1595152,1,0,0,0
1595155,1,0,0,0
1595163,1,0,0,0
1595165,1,0,0,0
1595178,1,0,0,0
1595196,1,0,0,0
1595198,1,0,0,0
1595201,1,0,0,0
1595204,1,0,0,0
1595212,1,0,0,0
1595214,1,0,0,0
1595218,1,0,0,0
1595228,1,0,0,0
1595230,1,0,0,0
1595232,1,0,0,0
1595237,1,0,0,0
1595243,1,0,0,0
1595245,1,0,0,0
1595247,1,0,0,0
1595252,1,0,0,0
1595253,1,0,0,0
1595255,1,0,0,0
1595257,1,0,0,0
1595262,1,0,0,0
1595271,1,0,0,0
1595272,1,0,0,0
1595273,1,0,0,0
1595278,1,0,0,0
1595279,1,0,0,0
1595281,1,0,0,0
1595284,1,0,0,0
1595289,1,0,0,0
1595290,1,0,0,0
1595295,1,0,0,0
1595296,1,0,0,0
1595302,1,0,0,0
1595304,1,0,0,0
1595311,1,0,0,0
1595314,1,0,0,0
1595315,1,0,0,0
1595319,1,0,0,0
1595328,1,0,0,0
1595334,1,0,0,0
1595338,1,0,0,0
1595343,1,0,0,0
1595344,1,0,0,0
1595355,1,0,0,0
1595357,1,0,0,0
1595358,1,0,0,0
1595367,1,0,0,0
1595369,1,0,0,0
1595371,1,0,0,0
1595376,1,0,0,0
1595383,1,0,0,0
1595387,1,0,0,0
1595389,1,0,0,0
1595392,1,0,0,0
1595399,1,0,0,0
1595402,1,0,0,0
1595405,1,0,0,0
1595408,1,0,0,0
1595417,1,0,0,0
1595420,1,0,0,0
1595421,1,0,0,0
1595422,1,0,0,0
1595423,1,0,0,0
1595425,1,0,0,0
1595431,1,0,0,0
1595434,1,0,0,0
1595435,1,0,0,0
1595437,1,0,0,0
1595447,1,0,0,0
1595449,1,0,0,0
1595461,1,0,0,0
1595463,1,0,0,0
1595465,1,0,0,0
1595470,1,0,0,0
1595477,1,0,0,0
1595478,1,0,0,0
1595479,1,0,0,0
1595484,1,0,0,0
1595497,1,0,0,0
1595503,1,0,0,0
1595504,1,0,0,0
1595507,1,0,0,0
1595510,1,0,0,0
1595511,1,0,0,0
1595518,1,0,0,0
1595527,1,0,0,0
1595535,1,0,0,0
1595539,1,0,0,0
1595541,1,0,0,0
1595546,1,0,0,0
1595547,1,0,0,0
1595549,1,0,0,0
1595551,1,0,0,0
1595554,1,0,0,0
1595556,1,0,0,0
1595557,1,0,0,0
1595566,1,0,0,0
1595574,1,0,0,0
1595583,1,0,0,0
1595586,1,0,0,0
1595587,1,0,0,0
1595597,1,0,0,0
1595599,1,0,0,0
1595601,1,0,0,0
1595607,1,0,0,0
1595616,1,0,0,0
1595618,1,0,0,0
1595620,1,0,0,0
1595623,1,0,0,0
1595634,1,0,0,0
1595636,1,0,0,0
1595638,1,0,0,0
1595644,1,0,0,0
1595646,1,0,0,0
1595648,1,0,0,0
1595654,1,0,0,0
1595655,1,0,0,0
1595657,1,0,0,0
1595664,1,0,0,0
1595669,1,0,0,0
1595670,1,0,0,0
1595679,1,0,0,0
1595680,1,0,0,0
1595693,1,0,0,0
1595695,1,0,0,0
1595697,1,0,0,0
1595711,1,0,0,0
1595712,1,0,0,0
1595714,1,0,0,0
1595715,1,0,0,0
1595716,1,0,0,0
1595718,1,0,0,0
1595720,1,0,0,0
1595725,1,0,0,0
1595732,1,0,0,0
1595736,1,0,0,0
1595738,1,0,0,0
1595744,1,0,0,0
1595747,1,0,0,0
1595755,1,0,0,0
1595756,1,0,0,0
1595767,1,0,0,0
1595769,1,0,0,0
1595774,1,0,0,0
1595783,1,0,0,0
1595788,1,0,0,0
1595794,1,0,0,0
1595797,1,0,0,0
1595802,1,0,0,0
1595803,1,0,0,0
1595804,1,0,0,0
1595806,1,0,0,0
1595809,1,0,0,0
1595816,1,0,0,0
1595819,1,0,0,0
1595824,1,0,0,0
1595832,1,0,0,0
1595834,1,0,0,0
1595836,1,0,0,0
1595841,1,0,0,0
1595842,1,0,0,0
1595850,1,0,0,0
1595851,1,0,0,0
1595856,1,0,0,0
1595863,1,0,0,0
1595865,1,0,0,0
1595873,1,0,0,0
1595881,1,0,0,0
1595887,1,0,0,0
1595891,1,0,0,0
1595892,1,0,0,0
1595898,1,0,0,0
1595910,1,0,0,0
1595911,1,0,0,0
1595918,1,0,0,0
1595920,1,0,0,0
1595928,1,0,0,0
1595933,1,0,0,0
1595941,1,0,0,0
1595942,1,0,0,0
1595944,1,0,0,0
1595948,1,0,0,0
1595956,1,0,0,0
1595961,1,0,0,0
1595963,1,0,0,0
1595968,1,0,0,0
1595969,1,0,0,0
1595971,1,0,0,0
1595973,1,0,0,0
1595978,1,0,0,0
1595987,1,0,0,0
1595988,1,0,0,0
1595989,1,0,0,0
1595994,1,0,0,0
1596003,1,0,0,0
1596005,1,0,0,0
1596007,1,0,0,0
1596014,1,0,0,0
1596020,1,0,0,0
